ID,filename,session,trial,visStimLeft,visStimRight,correctKey,leftCorrect,rightCorrect,secondStim,mod2Type,mod2Stim,frequency,rewardAccurate,stimPairLeft,stimPairRight,pCorrectLeft,pCorrectRight,key,reactionTime,choiceLeft,choiceRight,choiceAccurate,reward,chosenPair,otherPair,triplet,surprise,0A belief,1A belief,2A belief,3A belief,0B belief,1B belief,2B belief,3B belief,0C belief,1C belief,2C belief,3C belief,0D belief,1D belief,2D belief,3D belief,beliefPair,beliefOtherPair,beliefPairNorm,beliefOtherPairNorm,prob,lik,rewardPE,update2,fitCBCsimpleRW_CBCsimpleSigmoid_startBelief,fitCBCsimpleRW_CBCsimpleSigmoid_alpha1,fitCBCsimpleRW_CBCsimpleSigmoid_beta,fit_CBCsimpleRW_CBCsimpleSigmoid_NLL
CBC_1007,CBC_1007_MSI_AV_v3_Vset2_Aset1_2023-06-21_15h59.48.192.csv,1,1,0,1,z,0,1,3,aud,B,63,1,0B,1B,0,1,b,2.25464279999869,1,0,0,0,0B,1B,B01,2.77258872223978,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,-0.5,-0.0641546030177645,0.5,0.128309206035529,14.9999999308217,13.6970886033667
CBC_1007,CBC_1007_MSI_AV_v3_Vset2_Aset1_2023-06-21_15h59.48.192.csv,1,2,0,1,b,1,0,0,aud,A,63,1,0A,1A,1,0,z,1.56986979999965,0,1,0,0,1A,0A,A01,2.83321334405622,0.5,0.5,0.5,0.5,0.435845396982236,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,-0.5,-0.0641546030177645,0.5,0.128309206035529,14.9999999308217,13.6970886033667
CBC_1007,CBC_1007_MSI_AV_v3_Vset2_Aset1_2023-06-21_15h59.48.192.csv,1,3,2,3,z,0,1,2,aud,D,63,1,2D,3D,0,1,z,2.18656360000023,0,1,1,1,3D,2D,D23,2.89037175789616,0.5,0.435845396982236,0.5,0.5,0.435845396982236,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0641546030177645,0.5,0.128309206035529,14.9999999308217,13.6970886033667
CBC_1007,CBC_1007_MSI_AV_v3_Vset2_Aset1_2023-06-21_15h59.48.192.csv,1,4,2,1,z,0,1,3,aud,B,9,1,2B,1B,0,1,b,2.28754330000083,1,0,0,0,2B,1B,B21,2.94443897916644,0.5,0.435845396982236,0.5,0.5,0.435845396982236,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.564154603017764,0.5,0.5,0.5,0.5,0.5,0.5,-0.5,-0.0641546030177645,0.5,0.128309206035529,14.9999999308217,13.6970886033667
CBC_1007,CBC_1007_MSI_AV_v3_Vset2_Aset1_2023-06-21_15h59.48.192.csv,1,5,0,2,b,1,0,0,aud,A,27,1,0A,2A,1,0,z,2.41652909999902,0,1,0,0,2A,0A,A02,2.99573227355399,0.5,0.435845396982236,0.5,0.5,0.435845396982236,0.5,0.435845396982236,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.564154603017764,0.5,0.5,0.5,0.5,0.5,0.5,-0.5,-0.0641546030177645,0.5,0.128309206035529,14.9999999308217,13.6970886033667
CBC_1007,CBC_1007_MSI_AV_v3_Vset2_Aset1_2023-06-21_15h59.48.192.csv,1,6,2,3,b,1,0,1,aud,C,63,1,2C,3C,1,0,b,2.19427229999928,1,0,1,1,2C,3C,C23,3.04452243772342,0.5,0.435845396982236,0.435845396982236,0.5,0.435845396982236,0.5,0.435845396982236,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.564154603017764,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0641546030177645,0.5,0.128309206035529,14.9999999308217,13.6970886033667
CBC_1007,CBC_1007_MSI_AV_v3_Vset2_Aset1_2023-06-21_15h59.48.192.csv,1,7,1,3,z,0,1,2,aud,D,27,1,1D,3D,0,1,z,1.58380880000186,0,1,1,1,3D,1D,D13,3.09104245335832,0.5,0.435845396982236,0.435845396982236,0.5,0.435845396982236,0.5,0.435845396982236,0.5,0.5,0.5,0.564154603017764,0.5,0.5,0.5,0.5,0.564154603017764,0.564154603017764,0.5,0.530143459811118,0.469856540188882,0.711833129233273,0.711833129233273,0.435845396982236,0.0559229768410306,0.5,0.128309206035529,14.9999999308217,13.6970886033667
CBC_1007,CBC_1007_MSI_AV_v3_Vset2_Aset1_2023-06-21_15h59.48.192.csv,1,8,1,0,z,0,1,0,aud,A,63,1,1A,0A,0,1,b,1.65568639999947,1,0,0,0,1A,0A,A10,3.13549421592915,0.5,0.435845396982236,0.435845396982236,0.5,0.435845396982236,0.5,0.435845396982236,0.5,0.5,0.5,0.564154603017764,0.5,0.5,0.5,0.5,0.620077579858795,0.435845396982236,0.5,0.465723717173456,0.534276282826544,0.263416052526992,0.263416052526992,-0.435845396982236,-0.0559229768410306,0.5,0.128309206035529,14.9999999308217,13.6970886033667
CBC_1007,CBC_1007_MSI_AV_v3_Vset2_Aset1_2023-06-21_15h59.48.192.csv,1,9,2,0,b,1,0,1,aud,C,27,1,2C,0C,1,0,b,3.50904509999964,1,0,1,1,2C,0C,C20,3.17805383034795,0.5,0.379922420141205,0.435845396982236,0.5,0.435845396982236,0.5,0.435845396982236,0.5,0.5,0.5,0.564154603017764,0.5,0.5,0.5,0.5,0.620077579858795,0.564154603017764,0.5,0.530143459811118,0.469856540188882,0.711833129233273,0.711833129233273,0.435845396982236,0.0559229768410306,0.5,0.128309206035529,14.9999999308217,13.6970886033667
CBC_1007,CBC_1007_MSI_AV_v3_Vset2_Aset1_2023-06-21_15h59.48.192.csv,1,10,2,3,z,0,1,2,aud,D,63,1,2D,3D,0,1,z,1.15311800000018,0,1,1,1,3D,2D,D23,2.52572864430826,0.5,0.379922420141205,0.435845396982236,0.5,0.435845396982236,0.5,0.435845396982236,0.5,0.5,0.5,0.620077579858795,0.5,0.5,0.5,0.5,0.620077579858795,0.620077579858795,0.5,0.553602349523831,0.446397650476169,0.833143325347443,0.833143325347443,0.379922420141205,0.0487475440834147,0.5,0.128309206035529,14.9999999308217,13.6970886033667
