ID,filename,session,trial,visStimLeft,visStimRight,correctKey,leftCorrect,rightCorrect,secondStim,mod2Type,mod2Stim,frequency,rewardAccurate,stimPairLeft,stimPairRight,pCorrectLeft,pCorrectRight,key,reactionTime,choiceLeft,choiceRight,choiceAccurate,reward,chosenPair,otherPair,triplet,surprise,0A belief,1A belief,2A belief,3A belief,0B belief,1B belief,2B belief,3B belief,0C belief,1C belief,2C belief,3C belief,0D belief,1D belief,2D belief,3D belief,beliefPair,beliefOtherPair,beliefPairNorm,beliefOtherPairNorm,prob,lik,rewardPE,update2,rewardPEOP,update2OP,fitCBCbothPairsRW_CBCsimpleSigmoid_pwBelief_startBelief,fitCBCbothPairsRW_CBCsimpleSigmoid_pwBelief_alpha1,fitCBCbothPairsRW_CBCsimpleSigmoid_pwBelief_alpha2,fitCBCbothPairsRW_CBCsimpleSigmoid_pwBelief_beta,fit_CBCbothPairsRW_CBCsimpleSigmoid_pwBelief_NLL
CBC_1139,CBC_1139_MSI_AV_v3_Vset2_Aset3_2024-07-08_16h12.35.623.csv,1,1,0,1,z,0,1,1,aud,B,63,1,0B,1B,0,1,z,2.64066569999977,0,1,1,1,1B,0B,B01,2.77258872223978,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,5.41378569154927e-07,0.5,-0.374999999090347,0.5,1.08275713830985e-06,0.749999998180695,1,28.8584391055472
CBC_1139,CBC_1139_MSI_AV_v3_Vset2_Aset3_2024-07-08_16h12.35.623.csv,1,2,0,1,b,1,0,3,aud,A,63,1,0A,1A,1,0,b,2.80593139999928,1,0,1,1,0A,1A,A01,2.83321334405622,0.5,0.5,0.5,0.5,0.125000000909653,0.500000541378569,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,5.41378569154927e-07,0.5,-0.374999999090347,0.5,1.08275713830985e-06,0.749999998180695,1,28.8584391055472
CBC_1139,CBC_1139_MSI_AV_v3_Vset2_Aset3_2024-07-08_16h12.35.623.csv,1,3,2,3,z,0,1,2,aud,D,63,1,2D,3D,0,1,z,2.44090119999964,0,1,1,1,3D,2D,D23,2.89037175789616,0.500000541378569,0.125000000909653,0.5,0.5,0.125000000909653,0.500000541378569,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,5.41378569154927e-07,0.5,-0.374999999090347,0.5,1.08275713830985e-06,0.749999998180695,1,28.8584391055472
CBC_1139,CBC_1139_MSI_AV_v3_Vset2_Aset3_2024-07-08_16h12.35.623.csv,1,4,2,1,z,0,1,1,aud,B,9,1,2B,1B,0,1,z,2.49580539999988,0,1,1,1,1B,2B,B21,2.94443897916644,0.500000541378569,0.125000000909653,0.5,0.5,0.125000000909653,0.500000541378569,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.125000000909653,0.500000541378569,0.500000541378569,0.499999458621431,0.500000541378569,0.499999458621431,0.500000270689285,0.500000270689285,0.499999458621431,5.41377982973416e-07,0.499999458621431,-0.374999593056421,0.5,1.08275713830985e-06,0.749999998180695,1,28.8584391055472
CBC_1139,CBC_1139_MSI_AV_v3_Vset2_Aset3_2024-07-08_16h12.35.623.csv,1,5,0,2,b,1,0,3,aud,A,27,1,0A,2A,1,0,z,2.59885140000006,0,1,0,0,2A,0A,A02,2.99573227355399,0.500000541378569,0.125000000909653,0.5,0.5,0.125000000909653,0.500001082756552,0.124999865565009,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.125000000909653,0.500000541378569,0.499999458621431,0.500000541378569,0.499999458621431,0.500000541378569,0.499999729310715,0.499999729310715,-0.499999458621431,-5.41377982973416e-07,-0.499999458621431,0.374999593056421,0.5,1.08275713830985e-06,0.749999998180695,1,28.8584391055472
CBC_1139,CBC_1139_MSI_AV_v3_Vset2_Aset3_2024-07-08_16h12.35.623.csv,1,6,2,3,b,1,0,0,aud,C,63,1,2C,3C,1,0,z,2.82655729999897,0,1,0,0,3C,2C,C23,3.04452243772342,0.87500013443499,0.125000000909653,0.499998917243448,0.5,0.125000000909653,0.500001082756552,0.124999865565009,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.125000000909653,0.500000541378569,0.5,0.5,0.5,0.5,0.5,0.5,-0.5,-5.41378569154927e-07,-0.5,0.374999999090347,0.5,1.08275713830985e-06,0.749999998180695,1,28.8584391055472
CBC_1139,CBC_1139_MSI_AV_v3_Vset2_Aset3_2024-07-08_16h12.35.623.csv,1,7,1,3,z,0,1,2,aud,D,27,1,1D,3D,0,1,z,2.48742709999988,0,1,1,1,3D,1D,D13,3.09104245335832,0.87500013443499,0.125000000909653,0.499998917243448,0.5,0.125000000909653,0.500001082756552,0.124999865565009,0.5,0.5,0.5,0.874999999090347,0.499999458621431,0.5,0.5,0.125000000909653,0.500000541378569,0.500000541378569,0.499999458621431,0.500000541378569,0.499999458621431,0.500000270689285,0.500000270689285,0.499999458621431,5.41377982973416e-07,0.499999458621431,-0.374999593056421,0.5,1.08275713830985e-06,0.749999998180695,1,28.8584391055472
CBC_1139,CBC_1139_MSI_AV_v3_Vset2_Aset3_2024-07-08_16h12.35.623.csv,1,8,1,0,z,0,1,3,aud,A,63,1,1A,0A,0,1,b,2.90029270000014,1,0,0,0,1A,0A,A10,3.13549421592915,0.87500013443499,0.125000000909653,0.499998917243448,0.5,0.125000000909653,0.500001082756552,0.124999865565009,0.5,0.5,0.5,0.874999999090347,0.499999458621431,0.5,0.124999865565009,0.125000000909653,0.500001082756552,0.0199999760722624,0.980000023927738,0.0199999760722624,0.980000023927738,0.276878185294147,0.276878185294147,-0.0199999760722624,-2.16551168582684e-08,-0.0199999760722624,0.0149999820178108,0.5,1.08275713830985e-06,0.749999998180695,1,28.8584391055472
CBC_1139,CBC_1139_MSI_AV_v3_Vset2_Aset3_2024-07-08_16h12.35.623.csv,1,9,2,0,b,1,0,0,aud,C,27,1,2C,0C,1,0,b,3.21213569999964,1,0,1,1,2C,0C,C20,3.17805383034795,0.995000005945548,0.0199999544171455,0.499998917243448,0.5,0.125000000909653,0.500001082756552,0.124999865565009,0.5,0.5,0.5,0.874999999090347,0.499999458621431,0.5,0.124999865565009,0.125000000909653,0.500001082756552,0.874999999090347,0.125000000909653,0.874999999090347,0.125000000909653,0.679178698778975,0.679178698778975,0.125000000909653,1.35344643273665e-07,0.125000000909653,-0.0937500004548264,0.5,1.08275713830985e-06,0.749999998180695,1,28.8584391055472
CBC_1139,CBC_1139_MSI_AV_v3_Vset2_Aset3_2024-07-08_16h12.35.623.csv,1,10,2,3,z,0,1,2,aud,D,63,1,2D,3D,0,1,z,3.38129570000001,0,1,1,1,3D,2D,D23,2.52572864430826,0.995000005945548,0.0199999544171455,0.499998917243448,0.5,0.125000000909653,0.500001082756552,0.124999865565009,0.5,0.0312500004548264,0.5,0.87500013443499,0.499999458621431,0.5,0.124999865565009,0.125000000909653,0.500001082756552,0.875000472795572,0.124999527204428,0.875000472795572,0.124999527204428,0.679178905214935,0.679178905214935,0.124999527204428,1.35344130365951e-07,0.124999527204428,-0.0937496451759084,0.5,1.08275713830985e-06,0.749999998180695,1,28.8584391055472
