ID,filename,session,trial,visStimLeft,visStimRight,correctKey,leftCorrect,rightCorrect,secondStim,mod2Type,mod2Stim,frequency,rewardAccurate,stimPairLeft,stimPairRight,pCorrectLeft,pCorrectRight,key,reactionTime,choiceLeft,choiceRight,choiceAccurate,reward,chosenPair,otherPair,triplet,surprise,0A belief,1A belief,2A belief,3A belief,0B belief,1B belief,2B belief,3B belief,0C belief,1C belief,2C belief,3C belief,0D belief,1D belief,2D belief,3D belief,beliefPair,beliefOtherPair,beliefPairNorm,beliefOtherPairNorm,prob,lik,rewardPE,update2,fitCBCsimpleRW_CBCsimpleSigmoid_pwBelief_startBelief,fitCBCsimpleRW_CBCsimpleSigmoid_pwBelief_alpha1,fitCBCsimpleRW_CBCsimpleSigmoid_pwBelief_beta,fit_CBCsimpleRW_CBCsimpleSigmoid_pwBelief_NLL
CBC_1048,CBC_1048_MSI_TV_v3_Vset6_Tset3_2024-01-21_14h45.03.891.csv,1,1,1,0,b,1,0,1,tac,B,63,1,1B,0B,1,0,z,2.6480300000012,0,1,0,0,0B,1B,B10,2.77258872223978,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,-0.5,-0.375,0.5,0.75,1,27.1052124481223
CBC_1048,CBC_1048_MSI_TV_v3_Vset6_Tset3_2024-01-21_14h45.03.891.csv,1,2,3,2,b,1,0,2,tac,D,63,1,3D,2D,1,0,b,2.96057220000057,1,0,1,1,3D,2D,D32,2.83321334405622,0.5,0.5,0.5,0.5,0.125,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.375,0.5,0.75,1,27.1052124481223
CBC_1048,CBC_1048_MSI_TV_v3_Vset6_Tset3_2024-01-21_14h45.03.891.csv,1,3,3,1,z,0,1,1,tac,B,27,1,3B,1B,0,1,z,2.71306970000023,0,1,1,1,1B,3B,B31,2.89037175789616,0.5,0.5,0.5,0.5,0.125,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.875,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.375,0.5,0.75,1,27.1052124481223
CBC_1048,CBC_1048_MSI_TV_v3_Vset6_Tset3_2024-01-21_14h45.03.891.csv,1,4,2,3,b,1,0,3,tac,C,63,1,2C,3C,1,0,b,2.60535080000045,1,0,1,1,2C,3C,C23,2.94443897916644,0.5,0.5,0.5,0.5,0.125,0.875,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.875,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.375,0.5,0.75,1,27.1052124481223
CBC_1048,CBC_1048_MSI_TV_v3_Vset6_Tset3_2024-01-21_14h45.03.891.csv,1,5,0,2,z,0,1,3,tac,C,27,1,0C,2C,0,1,z,2.85749730000043,0,1,1,1,2C,0C,C02,2.99573227355399,0.5,0.5,0.5,0.5,0.125,0.875,0.5,0.5,0.5,0.5,0.875,0.5,0.5,0.5,0.5,0.875,0.875,0.125,0.875,0.125,0.679178699175393,0.679178699175393,0.125,0.09375,0.5,0.75,1,27.1052124481223
CBC_1048,CBC_1048_MSI_TV_v3_Vset6_Tset3_2024-01-21_14h45.03.891.csv,1,6,0,3,b,1,0,0,tac,A,9,1,0A,3A,1,0,b,2.62309970000024,1,0,1,1,0A,3A,A03,3.04452243772342,0.5,0.5,0.5,0.5,0.125,0.875,0.5,0.5,0.5,0.5,0.96875,0.5,0.5,0.5,0.5,0.875,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.375,0.5,0.75,1,27.1052124481223
CBC_1048,CBC_1048_MSI_TV_v3_Vset6_Tset3_2024-01-21_14h45.03.891.csv,1,7,2,3,b,1,0,3,tac,C,63,1,2C,3C,1,0,b,2.53818980000051,1,0,1,1,2C,3C,C23,2.39789527279837,0.875,0.5,0.5,0.5,0.125,0.875,0.5,0.5,0.5,0.5,0.96875,0.5,0.5,0.5,0.5,0.875,0.96875,0.03125,0.96875,0.03125,0.718594392570856,0.718594392570856,0.03125,0.0234375,0.5,0.75,1,27.1052124481223
CBC_1048,CBC_1048_MSI_TV_v3_Vset6_Tset3_2024-01-21_14h45.03.891.csv,1,8,1,0,z,0,1,0,tac,A,63,1,1A,0A,0,1,z,2.94660510000085,0,1,1,1,0A,1A,A10,3.13549421592915,0.875,0.5,0.5,0.5,0.125,0.875,0.5,0.5,0.5,0.5,0.9921875,0.5,0.5,0.5,0.5,0.875,0.875,0.125,0.875,0.125,0.679178699175393,0.679178699175393,0.125,0.09375,0.5,0.75,1,27.1052124481223
CBC_1048,CBC_1048_MSI_TV_v3_Vset6_Tset3_2024-01-21_14h45.03.891.csv,1,9,2,3,z,0,1,2,tac,D,63,1,2D,3D,0,1,z,2.5489946000007,0,1,1,1,3D,2D,D23,3.17805383034795,0.96875,0.5,0.5,0.5,0.125,0.875,0.5,0.5,0.5,0.5,0.9921875,0.5,0.5,0.5,0.5,0.875,0.875,0.125,0.875,0.125,0.679178699175393,0.679178699175393,0.125,0.09375,0.5,0.75,1,27.1052124481223
CBC_1048,CBC_1048_MSI_TV_v3_Vset6_Tset3_2024-01-21_14h45.03.891.csv,1,10,3,2,z,0,1,3,tac,C,63,1,3C,2C,0,1,z,2.36693920000107,0,1,1,1,2C,3C,C32,3.2188758248682,0.96875,0.5,0.5,0.5,0.125,0.875,0.5,0.5,0.5,0.5,0.9921875,0.5,0.5,0.5,0.5,0.96875,0.9921875,0.0078125,0.9921875,0.0078125,0.727975448905977,0.727975448905977,0.0078125,0.005859375,0.5,0.75,1,27.1052124481223
CBC_1048,CBC_1048_MSI_TV_v3_Vset6_Tset3_2024-01-21_14h45.03.891.csv,1,11,3,1,b,1,0,2,tac,D,27,1,3D,1D,1,0,b,2.65877560000081,1,0,1,1,3D,1D,D31,3.25809653802148,0.96875,0.5,0.5,0.5,0.125,0.875,0.5,0.5,0.5,0.5,0.998046875,0.5,0.5,0.5,0.5,0.96875,0.96875,0.03125,0.96875,0.03125,0.718594392570856,0.718594392570856,0.03125,0.0234375,0.5,0.75,1,27.1052124481223
