ID,filename,session,trial,visStimLeft,visStimRight,correctKey,leftCorrect,rightCorrect,secondStim,mod2Type,mod2Stim,frequency,rewardAccurate,stimPairLeft,stimPairRight,pCorrectLeft,pCorrectRight,key,reactionTime,choiceLeft,choiceRight,choiceAccurate,reward,chosenPair,otherPair,triplet,surprise,0A belief,1A belief,2A belief,3A belief,0B belief,1B belief,2B belief,3B belief,0C belief,1C belief,2C belief,3C belief,0D belief,1D belief,2D belief,3D belief,beliefPair,beliefOtherPair,beliefPairNorm,beliefOtherPairNorm,prob,lik,rewardPE,update2,rewardPEOP,update2OP,fitCBCbothPairsRW_CBCsimpleSigmoid_pwBelief_startBelief,fitCBCbothPairsRW_CBCsimpleSigmoid_pwBelief_alpha1,fitCBCbothPairsRW_CBCsimpleSigmoid_pwBelief_alpha2,fitCBCbothPairsRW_CBCsimpleSigmoid_pwBelief_beta,fit_CBCbothPairsRW_CBCsimpleSigmoid_pwBelief_NLL
CBC_1026,CBC_1026_MSI_TV_v3_Vset6_Tset1_2023-07-20_11h47.13.772.csv,1,1,2,0,b,1,0,3,tac,C,27,1,2C,0C,1,0,z,2.81258230000003,0,1,0,0,0C,2C,C20,2.77258872223978,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,-0.5,-0,-0.5,4.79860405988158e-05,0.5,0,9.59720811976317e-05,1,29.1342994262689
CBC_1026,CBC_1026_MSI_TV_v3_Vset6_Tset1_2023-07-20_11h47.13.772.csv,1,2,3,2,b,1,0,2,tac,D,63,1,3D,2D,1,0,z,3.51269599999978,0,1,0,0,2D,3D,D32,2.83321334405622,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.500047986040599,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,-0.5,-0,-0.5,4.79860405988158e-05,0.5,0,9.59720811976317e-05,1,29.1342994262689
CBC_1026,CBC_1026_MSI_TV_v3_Vset6_Tset1_2023-07-20_11h47.13.772.csv,1,3,1,0,z,0,1,0,tac,A,63,1,1A,0A,0,1,b,3.11569829999917,1,0,0,0,1A,0A,A10,2.89037175789616,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.500047986040599,0.5,0.5,0.5,0.5,0.500047986040599,0.5,0.5,0.5,0.5,0.5,0.5,-0.5,-0,-0.5,4.79860405988158e-05,0.5,0,9.59720811976317e-05,1,29.1342994262689
CBC_1026,CBC_1026_MSI_TV_v3_Vset6_Tset1_2023-07-20_11h47.13.772.csv,1,4,2,3,b,1,0,3,tac,C,63,1,2C,3C,1,0,b,2.5440865999999,1,0,1,1,2C,3C,C23,2.94443897916644,0.500047986040599,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.500047986040599,0.5,0.5,0.5,0.5,0.500047986040599,0.500047986040599,0.499952013959401,0.500047986040599,0.499952013959401,0.500023993020281,0.500023993020281,0.499952013959401,0,0.499952013959401,-4.79814352786311e-05,0.5,0,9.59720811976317e-05,1,29.1342994262689
CBC_1026,CBC_1026_MSI_TV_v3_Vset6_Tset1_2023-07-20_11h47.13.772.csv,1,5,0,2,b,1,0,0,tac,A,27,1,0A,2A,1,0,b,3.45399779999934,1,0,1,1,0A,2A,A02,2.99573227355399,0.500047986040599,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.500047986040599,0.499904032524123,0.5,0.5,0.5,0.500047986040599,0.500047986040599,0.499952013959401,0.500047986040599,0.499952013959401,0.500023993020281,0.500023993020281,0.499952013959401,0,0.499952013959401,-4.79814352786311e-05,0.5,0,9.59720811976317e-05,1,29.1342994262689
CBC_1026,CBC_1026_MSI_TV_v3_Vset6_Tset1_2023-07-20_11h47.13.772.csv,1,6,2,3,z,0,1,2,tac,D,63,1,2D,3D,0,1,z,3.88617089999934,0,1,1,1,3D,2D,D23,3.04452243772342,0.500047986040599,0.5,0.499904032524123,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.500047986040599,0.499904032524123,0.5,0.5,0.5,0.500047986040599,0.500047986040599,0.499952013959401,0.500047986040599,0.499952013959401,0.500023993020281,0.500023993020281,0.499952013959401,0,0.499952013959401,-4.79814352786311e-05,0.5,0,9.59720811976317e-05,1,29.1342994262689
CBC_1026,CBC_1026_MSI_TV_v3_Vset6_Tset1_2023-07-20_11h47.13.772.csv,1,7,3,2,b,1,0,2,tac,D,63,1,3D,2D,1,0,b,2.69306169999982,1,0,1,1,3D,2D,D32,2.39789527279837,0.500047986040599,0.5,0.499904032524123,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.500047986040599,0.499904032524123,0.5,0.5,0.499904032524123,0.500047986040599,0.500143953513825,0.499856046486175,0.500143953513825,0.499856046486175,0.500071976756415,0.500071976756415,0.499856046486175,0,0.499856046486175,-4.79722250804984e-05,0.5,0,9.59720811976317e-05,1,29.1342994262689
CBC_1026,CBC_1026_MSI_TV_v3_Vset6_Tset1_2023-07-20_11h47.13.772.csv,1,8,3,1,z,0,1,1,tac,B,27,1,3B,1B,0,1,z,2.64373950000027,0,1,1,1,1B,3B,B31,3.13549421592915,0.500047986040599,0.5,0.499904032524123,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.500047986040599,0.499904032524123,0.5,0.5,0.499808074261095,0.500143953513825,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,-4.79860405988158e-05,0.5,0,9.59720811976317e-05,1,29.1342994262689
CBC_1026,CBC_1026_MSI_TV_v3_Vset6_Tset1_2023-07-20_11h47.13.772.csv,1,9,0,3,z,0,1,2,tac,D,9,1,0D,3D,0,1,z,2.66623359999994,0,1,1,1,3D,0D,D03,3.17805383034795,0.500047986040599,0.5,0.499904032524123,0.5,0.5,0.5,0.5,0.499952013959401,0.5,0.5,0.500047986040599,0.499904032524123,0.5,0.5,0.499808074261095,0.500143953513825,0.500143953513825,0.499856046486175,0.500143953513825,0.499856046486175,0.500071976756415,0.500071976756415,0.499856046486175,0,0.499856046486175,-4.79722250804984e-05,0.5,0,9.59720811976317e-05,1,29.1342994262689
CBC_1026,CBC_1026_MSI_TV_v3_Vset6_Tset1_2023-07-20_11h47.13.772.csv,1,10,1,0,b,1,0,1,tac,B,63,1,1B,0B,1,0,b,2.92802389999997,1,0,1,1,1B,0B,B10,3.2188758248682,0.500047986040599,0.5,0.499904032524123,0.5,0.5,0.5,0.5,0.499952013959401,0.5,0.5,0.500047986040599,0.499904032524123,0.499808074261095,0.5,0.499808074261095,0.500143953513825,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,-4.79860405988158e-05,0.5,0,9.59720811976317e-05,1,29.1342994262689
