ID,filename,session,trial,visStimLeft,visStimRight,correctKey,leftCorrect,rightCorrect,secondStim,mod2Type,mod2Stim,frequency,rewardAccurate,stimPairLeft,stimPairRight,pCorrectLeft,pCorrectRight,key,reactionTime,choiceLeft,choiceRight,choiceAccurate,reward,chosenPair,otherPair,tripletUnsorted,matchingPair,nonMatchingPair,triplet,simpleSurprise,nonMatchPairSurprise
CBC_1102,CBC_1102_MSI_TV_v3_Vset4_Tset3_2024-05-26_11h06.10.825.csv,1,1,2,0,b,1,0,3,tac,C,27,1,2C,0C,1,0,r,2.4036371000002,0,1,0,0,0C,2C,C20,C2,C0,C20,2.77258872223978,1.38629436111989
CBC_1102,CBC_1102_MSI_TV_v3_Vset4_Tset3_2024-05-26_11h06.10.825.csv,1,2,3,2,b,1,0,2,tac,D,63,1,3D,2D,1,0,b,2.81562529999974,1,0,1,1,3D,2D,D32,D3,D2,D32,2.83321334405622,1.6094379124341
CBC_1102,CBC_1102_MSI_TV_v3_Vset4_Tset3_2024-05-26_11h06.10.825.csv,1,3,1,0,r,0,1,1,tac,A,63,1,1A,0A,0,1,b,2.9850477,1,0,0,0,1A,0A,A10,A0,A1,A01,2.89037175789616,1.79175946922805
CBC_1102,CBC_1102_MSI_TV_v3_Vset4_Tset3_2024-05-26_11h06.10.825.csv,1,4,2,3,b,1,0,3,tac,C,63,1,2C,3C,1,0,r,3.01840579999953,0,1,0,0,3C,2C,C23,C2,C3,C23,2.94443897916644,1.94591014905531
CBC_1102,CBC_1102_MSI_TV_v3_Vset4_Tset3_2024-05-26_11h06.10.825.csv,1,5,0,2,b,1,0,1,tac,A,27,1,0A,2A,1,0,r,2.43337580000116,0,1,0,0,2A,0A,A02,A0,A2,A02,2.99573227355399,2.07944154167984
CBC_1102,CBC_1102_MSI_TV_v3_Vset4_Tset3_2024-05-26_11h06.10.825.csv,1,6,2,3,r,0,1,2,tac,D,63,1,2D,3D,0,1,b,2.60182069999973,1,0,0,0,2D,3D,D23,D3,D2,D32,2.35137525716348,1.50407739677627
CBC_1102,CBC_1102_MSI_TV_v3_Vset4_Tset3_2024-05-26_11h06.10.825.csv,1,7,3,2,b,1,0,2,tac,D,63,1,3D,2D,1,0,b,2.97122329999911,1,0,1,1,3D,2D,D32,D3,D2,D32,1.99243016469021,1.20397280432594
CBC_1102,CBC_1102_MSI_TV_v3_Vset4_Tset3_2024-05-26_11h06.10.825.csv,1,8,3,1,r,0,1,0,tac,B,27,1,3B,1B,0,1,r,3.83142459999908,0,1,1,1,1B,3B,B31,B1,B3,B13,3.13549421592915,2.39789527279837
CBC_1102,CBC_1102_MSI_TV_v3_Vset4_Tset3_2024-05-26_11h06.10.825.csv,1,9,0,3,r,0,1,2,tac,D,9,1,0D,3D,0,1,r,2.35951310000019,0,1,1,1,3D,0D,D03,D3,D0,D30,3.17805383034795,2.484906649788
CBC_1102,CBC_1102_MSI_TV_v3_Vset4_Tset3_2024-05-26_11h06.10.825.csv,1,10,1,0,b,1,0,0,tac,B,63,1,1B,0B,1,0,b,3.99241400000028,1,0,1,1,1B,0B,B10,B1,B0,B10,3.2188758248682,2.56494935746154
CBC_1102,CBC_1102_MSI_TV_v3_Vset4_Tset3_2024-05-26_11h06.10.825.csv,1,11,1,0,r,0,1,1,tac,A,63,1,1A,0A,0,1,b,2.31560339999851,1,0,0,0,1A,0A,A10,A0,A1,A01,2.56494935746154,1.94591014905531
